"","launched","state","backers","duration_days","mean_pledged","percent_pledged","pledged_byday","usd_goal_lvl","region","percent_pledged_lvl"
"286272","February","successful",2484,30,13.0293880837359,809.125,1078.83333333333,">=2000 & <10000","North America",">100"
"286274","September","successful",2455,28,25.7507739307536,158.045375,2257.79107142857,">=10000 & <50000","North America",">100"
"286298","August","successful",273,30,26.3767399267399,485.075582021988,240.028333333333,"<2000","Europe",">100"
"286353","April","failed",2,30,99.97,0.755550903324326,6.66466666666667,">=10000 & <50000","Europe","<100"
"286365","June","failed",7,30,5,7,1.16666666666667,"<2000","North America","<100"
"286380","September","successful",5,16,20.2,113.483146067416,6.3125,"<2000","North America",">100"
"286383","July","failed",228,30,28.030701754386,21.3033333333333,213.033333333333,">=10000 & <50000","North America","<100"
"286396","February","successful",51,15,1.55372549019608,249.968454258675,5.28266666666667,"<2000","Europe",">100"
"286399","October","failed",1,30,50,1,1.66666666666667,">=2000 & <10000","North America","<100"
"286402","March","successful",57,30,48.719298245614,111.08,92.5666666666667,">=2000 & <10000","North America",">100"
"286407","September","successful",431,22,20.7892807424594,123.631662315729,407.280909090909,">=2000 & <10000","Asia & Pacific",">100"
"286446","September","successful",154,30,108.730519480519,111.63,558.15,">=10000 & <50000","North America",">100"
"286498","March","successful",566,27,58.5759717314488,510.061538461538,1227.92592592593,">=2000 & <10000","North America",">100"
"286508","August","successful",692,30,68.9696531791908,477.27,1590.9,">=10000 & <50000","North America",">100"
"286527","May","failed",1,30,1,0.00666666666666667,0.0333333333333333,">=10000 & <50000","North America","<100"
"286552","February","successful",193,30,68.7651813471503,939.248837587844,442.389333333333,"<2000","Europe",">100"
"286645","October","failed",0,30,0,0,0,">=2000 & <10000","North America","<100"
"286659","March","successful",2719,26,867.694005148952,2359.26,90740.7692307692,">=100000","North America",">100"
"286673","July","failed",10,25,41.643,1.14000678370149,16.6572,">=10000 & <50000","Europe","<100"
"286676","June","successful",553,29,28.7757685352622,136.008547008547,548.724137931035,">=10000 & <50000","North America",">100"
"286720","August","failed",6,30,20.3333333333333,1.22,4.06666666666667,">=10000 & <50000","North America","<100"
"286724","September","failed",2,30,1.025,0.00400385463781131,0.0683333333333333,">=50000 & <100000","Europe","<100"
"286731","February","failed",6,30,54.3333333333333,9.87878787878788,10.8666666666667,">=2000 & <10000","North America","<100"
"286732","October","failed",1,35,0.77,0.66939059375815,0.022,"<2000","Asia & Pacific","<100"
"286736","April","successful",76,40,70.6161842105263,134.160017198624,134.17075,">=2000 & <10000","Asia & Pacific",">100"
"286762","June","successful",121,21,37.6528925619835,151.866666666667,216.952380952381,">=2000 & <10000","North America",">100"
"286778","May","successful",125,20,33.384,208.65,208.65,">=2000 & <10000","North America",">100"
"286784","November","successful",293,29,16.5465187713311,323.208666666667,167.176896551724,"<2000","North America",">100"
"286785","September","successful",1241,30,33.8369137792103,167.96644,1399.72033333333,">=10000 & <50000","North America",">100"
"286792","March","successful",75,42,35.5866666666667,266.9,63.5476190476191,"<2000","North America",">100"
"286810","July","failed",4,60,1.75,0.18970189701897,0.116666666666667,">=2000 & <10000","North America","<100"
"286835","May","successful",418,30,39.3373205741627,328.86,548.1,">=2000 & <10000","North America",">100"
"286859","February","failed",1,30,250,5,8.33333333333333,">=2000 & <10000","North America","<100"
"286864","August","successful",602,21,22.5910797342193,412.8805151356,647.610952380952,">=2000 & <10000","Europe",">100"
"286889","January","failed",2,60,1,0.133333333333333,0.0333333333333333,"<2000","North America","<100"
"286895","July","failed",0,30,0,0,0,"<2000","Europe","<100"
"286938","December","successful",13,30,120.153846153846,156.2,52.0666666666667,"<2000","North America",">100"
"286948","August","successful",378,37,49.4470899470899,186.91,505.162162162162,">=10000 & <50000","North America",">100"
"286956","January","successful",54,30,30.1111111111111,216.8,54.2,"<2000","North America",">100"
"287047","October","successful",160,30,53.75,172,286.666666666667,">=2000 & <10000","North America",">100"
"287097","January","failed",16,30,151.83875,15.8599862122272,80.9806666666667,">=10000 & <50000","Europe","<100"
"287121","August","failed",6,30,9.83333333333333,0.295,1.96666666666667,">=10000 & <50000","North America","<100"
"287143","May","successful",260,32,31.9230769230769,166,259.375,">=2000 & <10000","North America",">100"
"287151","June","failed",1,22,26.19,0.0714285519477031,1.19045454545455,">=10000 & <50000","Europe","<100"
"287153","January","successful",37,23,141.837837837838,104.96,228.173913043478,">=2000 & <10000","North America",">100"
"287166","October","successful",9,28,73.9066666666667,176.998403406067,23.7557142857143,"<2000","North America",">100"
"287255","May","successful",247,30,47.6963562753036,157.08,392.7,">=2000 & <10000","North America",">100"
"287299","August","successful",593,30,31.6543001686341,493.973684210526,625.7,">=2000 & <10000","North America",">100"
"287338","August","successful",283,30,81.2756537102473,104.550045454545,766.700333333333,">=10000 & <50000","North America",">100"
"287358","September","successful",405,30,130.667580246914,105.84074,1764.01233333333,">=50000 & <100000","North America",">100"
"287408","June","failed",1,38,20,0.04,0.526315789473684,">=50000 & <100000","North America","<100"
"287414","September","successful",76,32,27.3684210526316,208,65,"<2000","North America",">100"
"287429","October","successful",884,35,90.9661085972851,321.65616,2297.544,">=10000 & <50000","North America",">100"
"287458","April","failed",0,30,0,0,0,">=50000 & <100000","North America","<100"
"287479","January","failed",7,15,17.2857142857143,4.03333333333333,8.06666666666667,">=2000 & <10000","North America","<100"
"287507","June","failed",41,40,58.6258536585366,6.17143086018397,60.0915,">=10000 & <50000","Europe","<100"
"287522","May","successful",143,21,208.846153846154,2986.5,1422.14285714286,"<2000","North America",">100"
"287551","January","successful",43,30,30.2325581395349,157.575757575758,43.3333333333333,"<2000","North America",">100"
"287585","January","failed",164,30,65.6707317073171,43.08,359,">=10000 & <50000","North America","<100"
"287610","May","successful",797,44,59.129234629862,134.645714285714,1071.04545454545,">=10000 & <50000","North America",">100"
"287615","November","failed",22,30,20.5863636363636,0.297144454260322,15.0966666666667,">=100000","Europe","<100"
"287623","December","failed",6,60,48.5,1.94,4.85,">=10000 & <50000","North America","<100"
"287632","March","successful",127,41,41.9291338582677,106.5,129.878048780488,">=2000 & <10000","North America",">100"
"287650","November","failed",8,60,6.94375,0.653101438234004,0.925833333333333,">=2000 & <10000","Europe","<100"
"287663","August","successful",57,30,110.526315789474,126,210,">=2000 & <10000","North America",">100"
"287708","August","successful",110,33,62.5727272727273,172.075,208.575757575758,">=2000 & <10000","North America",">100"
"287757","October","successful",94,30,92.5531914893617,108.75,290,">=2000 & <10000","North America",">100"
"287800","September","failed",8,60,57.69125,1.73236657421723,7.69216666666667,">=10000 & <50000","North America","<100"
"287812","April","failed",3,15,34,0.102,6.8,">=100000","North America","<100"
"287824","June","failed",9,33,40.6666666666667,2.2875,11.0909090909091,">=10000 & <50000","North America","<100"
"287854","March","successful",473,30,37.1595137420719,162.406410342887,585.881666666667,">=10000 & <50000","Asia & Pacific",">100"
"287856","January","failed",5,45,203.6,5.09,22.6222222222222,">=10000 & <50000","North America","<100"
"287870","January","failed",1,30,1,0.002,0.0333333333333333,">=50000 & <100000","North America","<100"
"287914","March","successful",238,31,21.6106302521008,195.314351247076,165.913870967742,">=2000 & <10000","Asia & Pacific",">100"
"287934","April","failed",0,30,0,0,0,">=2000 & <10000","Europe","<100"
"287968","March","successful",358,34,51.8435754189944,103.111111111111,545.882352941176,">=10000 & <50000","North America",">100"
"288060","March","successful",52,44,48.1346153846154,1251.5,56.8863636363636,"<2000","North America",">100"
"288075","December","failed",4,33,21.25,1.7,2.57575757575758,">=2000 & <10000","North America","<100"
"288077","March","successful",152,30,65.1842105263158,132.106666666667,330.266666666667,">=2000 & <10000","North America",">100"
"288101","January","failed",45,33,48.2833333333333,7.49001245491428,65.8409090909091,">=10000 & <50000","Europe","<100"
"288105","August","successful",253,30,85.8932806324111,869.24,724.366666666667,">=2000 & <10000","North America",">100"
"288137","January","successful",133,30,41.4101503759398,179.099745376618,183.585,">=2000 & <10000","Europe",">100"
"288156","May","failed",14,30,91.8171428571429,2.67999547996779,42.848,">=10000 & <50000","Europe","<100"
"288186","March","failed",1,15,74.27,5.00030296705738,4.95133333333333,"<2000","Europe","<100"
"288224","July","successful",396,36,81.1345454545454,113.924002158683,892.48,">=10000 & <50000","Europe",">100"
"288268","February","successful",6,30,45,108,9,"<2000","North America",">100"
"288282","September","failed",3,26,14.2766666666667,0.0350015326961142,1.64730769230769,">=100000","Europe","<100"
"288311","March","successful",602,30,29.5897009966777,1781.3,593.766666666667,"<2000","North America",">100"
"288347","October","failed",43,30,24.306511627907,36.9037278704037,34.8393333333333,">=2000 & <10000","Europe","<100"
"288395","July","failed",3,30,11.29,6,1.129,"<2000","Europe","<100"
"288434","September","failed",43,31,24.7904651162791,1.21999887612558,34.3867741935484,">=50000 & <100000","Europe","<100"
"288437","June","successful",1268,29,27.9298107255521,101.185714285714,1221.20689655172,">=10000 & <50000","North America",">100"
"288439","January","successful",166,8,22.8493975903614,379.3,474.125,"<2000","North America",">100"
"288468","November","successful",12,30,94.6666666666667,227.2,37.8666666666667,"<2000","North America",">100"
"288472","September","successful",1337,30,99.8750934928945,333.8325,4451.1,">=10000 & <50000","North America",">100"
"288473","August","successful",5088,16,47.9009433962264,2437.2,15232.5,">=10000 & <50000","North America",">100"
"288477","September","failed",1,30,1,0.0833333333333333,0.0333333333333333,"<2000","North America","<100"
"288496","May","successful",945,32,45.5913227513228,106.012009205598,1346.36875,">=10000 & <50000","North America",">100"
"288498","May","successful",166,31,82.3312048192771,115.357598951339,440.870322580645,">=10000 & <50000","Asia & Pacific",">100"
"288552","August","successful",128,30,66.6953125,106.7125,284.566666666667,">=2000 & <10000","North America",">100"
"288562","October","failed",33,30,47.2690909090909,4.7031623964094,51.996,">=10000 & <50000","Latin America","<100"
"288570","May","successful",107,30,59.5255140186916,101.250121212796,212.307666666667,">=2000 & <10000","Europe",">100"
"288573","February","failed",17,21,13.7782352941176,12.3527302260334,11.1538095238095,"<2000","Europe","<100"
"288575","March","failed",10,30,29,0.58,9.66666666666667,">=50000 & <100000","North America","<100"
"288615","May","failed",16,30,26.4375,1.41,14.1,">=10000 & <50000","North America","<100"
"288619","February","failed",26,40,53.4230769230769,6.77560975609756,34.725,">=10000 & <50000","North America","<100"
"288620","April","successful",600,30,39.09555,257.448359046345,781.911,">=2000 & <10000","Europe",">100"
"288628","August","successful",20,7,14.7735,122.5,42.21,"<2000","Europe",">100"
"288693","November","successful",228,18,24.2587719298246,172.84375,307.277777777778,">=2000 & <10000","North America",">100"
"288720","September","failed",0,30,0,0,0,">=10000 & <50000","North America","<100"
"288770","March","failed",2,20,1.165,0.200209661619894,0.1165,"<2000","Europe","<100"
"288775","January","successful",453,33,29.9863355408389,2220.59275485516,411.630606060606,"<2000","Europe",">100"
"288839","April","successful",209,30,18.8468899521531,112.542857142857,131.3,">=2000 & <10000","North America",">100"
